"word","oldword","strokes","pinyin","radicals"
"骟","騸","13","shàn","马"
"鄯","鄯","14","shàn","阝"
"缮","繕","15","shàn","纟"
"嬗","嬗","16","shàn","女"
"擅","擅","16","shàn","扌"
"膳","饍","16","shàn","月"
"赡","贍","17","shàn","贝"
"蟮","蟮","18","shàn","虫"
"鳝","鱴","20","shàn","鱼"
"價","價","6","shàn",""
"闪","閣","5","shǎn","门"
"陕","陝","8","shǎn","阝"
"栅","栅","9","shān","木"
"珊","珊","9","shān","王"
"舢","舢","9","shān","舟"
"潸","澘","15","shān","氵"
"膻","羶","17","shān","月"
"羴","羴","11","shān",""
"苫","苫","8","shān","艹"
"山","山","3","shān","山"
"删","刪","7","shān","刂"
"杉","杉","7","shān","木"
"芟","芟","7","shān","艹"
"姗","姍","8","shān","女"
"衫","衫","8","shān","衤"
"钐","釤","8","shān","钅"
"埏","埏","9","shān","土"
"跚","跚","12","shān","足"
"煽","傓","14","shān","火"
"凵","凵","16","shān",""
"裳","裳","14","shanɡ","衣"
"尚","尚","8","shànɡ","小"
"绱","緔","11","shànɡ","纟"
"上","上","3","shànɡ","一"
"垧","垧","9","shǎnɡ","土"
"晌","晌","10","shǎnɡ","日"
"赏","賞","12","shǎnɡ","贝"
"熵","熵","15","shānɡ","火"
"伤","傷","6","shānɡ","亻"
"殇","殤","9","shānɡ","歹"
"商","商","11","shānɡ","口"
"觞","觴","12","shānɡ","角"
"墒","墒","14","shānɡ","土"
"塲","塲","4","shānɡ",""
"韶","韶","14","sháo","音"
"勺","勺","3","sháo","勹"
"芍","芍","6","sháo","艹"
"杓","杓","7","sháo","木"
"劭","卲","7","shào","力"
"邵","邵","7","shào","阝"
"绍","絙","8","shào","纟"
"哨","哨","10","shào","口"
"潲","潲","15","shào","氵"
"少","少","4","shǎo","小"
"稍","稍","12","shāo","禾"
"筲","蕱","13","shāo","竹"
"艄","艄","13","shāo","舟"
"蛸","蛸","13","shāo","虫"
"捎","捎","10","shāo","扌"
"梢","梢","11","shāo","木"
"烧","燒","10","shāo","火"
"舌","舌","6","shé","舌"
"佘","佘","7","shé","人"
"蛇","蚮","11","shé","虫"
"折","摺","7","shé","扌"
"摄","攝","13","shè","扌"
"滠","灄","13","shè","氵"
"赦","赦","11","shè","赤"
"慑","慴","13","shè","忄"
"厍","厙","6","shè","厂"
"设","詏","6","shè","讠"
"社","社","7","shè","礻"
"射","射","10","shè","寸"
"涉","涉","10","shè","氵"
"麝","麝","21","shè","鹿"
"舍","捨","8","shě","舌"
"奢","奢","11","shē","大"
"猞","猞","11","shē","犭"
"赊","賒","11","shē","贝"
"畲","畲","12","shē","田"
"神","神","9","shén","礻"
"肾","膇","8","shèn","月"
"甚","甚","9","shèn","甘"
"胂","胂","9","shèn","月"
"渗","漛","11","shèn","氵"
"慎","慎","13","shèn","忄"
"蜃","蜃","13","shèn","虫"
"葚","葚","12","shèn","艹"
"谂","諗","10","shěn","讠"
"婶","嬸","11","shěn","女"
"沈","沈","7","shěn","氵"
"审","審","8","shěn","宀"
"哂","哂","9","shěn","口"
"矧","矧","9","shěn","矢"
"娠","娠","10","shēn","女"
"深","深","11","shēn","氵"
"兟","兟","7","shēn",""
"申","申","5","shēn","田"
"屾","屾","13","shēn",""
"伸","伸","7","shēn","亻"
"身","身","7","shēn","身"
"呻","呻","8","shēn","口"
"绅","紳","8","shēn","纟"
"诜","詵","8","shēn","讠"
"砷","砷","10","shēn","石"
"羕","羕","7","shēn",""
"莘","莘","10","shēn","艹"
"糁","紃","14","shēn","米"
"绳","纊","11","shénɡ","纟"
"圣","聖","5","shènɡ","土"
"晟","晟","10","shènɡ","日"
"盛","盛","11","shènɡ","皿"
"剩","剩","12","shènɡ","刂"
"胜","勝","9","shènɡ","月"
"嵊","嵊","13","shènɡ","山"
"賙","賙","9","shènɡ",""
"省","省","9","shěnɡ","目"
"眚","眚","10","shěnɡ","目"
"陞","陞","9","shēnɡ",""
"笙","笙","11","shēnɡ","竹"
"甥","甥","12","shēnɡ","生"
"升","升","4","shēnɡ","十"
"生","生","5","shēnɡ","生"
"声","聲","7","shēnɡ","士"
"牲","牲","9","shēnɡ","牜"
"匙","匙","11","shi","匕"
"时","時","7","shí","日"
"十","十","2","shí","十"
"什","什","4","shí","亻"
"石","石","5","shí","石"
"鲥","鲥","9","shí","鱼"
"飠","飠","8","shí",""
"识","譺","7","shí","讠"
"实","實","8","shí","宀"
"拾","拾","9","shí","扌"
"炻","炻","9","shí",""
"蚀","蝕","9","shí","虫"
"食","食","9","shí","食"
"埘","埘","9","shí","土"
"饣","饣","12","shì",""
"誓","誓","14","shì","言"
"奭","奭","15","shì","大"
"噬","噬","16","shì","口"
"弑","弑","10","shì","木"
"谥","謚","12","shì","讠"
"释","釋","12","shì","采"
"嗜","嗜","13","shì","口"
"弒","弒","12","shì",""
"筮","筮","13","shì","竹"
"襫","襫","12","shì",""
"柿","柹","9","shì","木"
"舐","舐","9","shì","舌"
"轼","輞","10","shì","车"
"逝","逝","10","shì","辶"
"铈","铈","9","shì","钅"
"贳","贳","9","shì","贝"
"适","適","9","shì","辶"
"式","式","6","shì","弋"
"士","士","3","shì","士"
"氏","氏","4","shì","氏"
"礻","礻","4","shì",""
"世","乫","5","shì","一"
"仕","仕","5","shì","亻"
"市","市","5","shì","巾"
"示","示","5","shì","示"
"事","事","8","shì","亅"
"侍","侍","8","shì","亻"
"势","勢","8","shì","力"
"视","視","8","shì","见"
"试","試","8","shì","讠"
"饰","飾","8","shì","饣"
"室","室","9","shì","宀"
"恃","恃","9","shì","忄"
"拭","拭","9","shì","扌"
"是","是","9","shì","日"
"史","史","5","shǐ","口"
"矢","矢","5","shǐ","矢"
"豕","豕","5","shǐ","豕"
"使","使","8","shǐ","亻"
"始","始","8","shǐ","女"
"驶","駛","8","shǐ","马"
"榲","榲","9","shǐ",""
"鷓","鷓","12","shī",""
"鲺","鲺","12","shī",""
"尸","尸","3","shī","尸"
"失","失","5","shī","大"
"师","師","6","shī","巾"
"虱","虱","8","shī","虫"
"诗","詩","8","shī","讠"
"屍","屍","8","shī",""
"施","施","9","shī","方"
"浉","浉","9","shī",""
"狮","獅","9","shī","犭"
"湿","濕","12","shī","氵"
"蓍","蓍","12","shī","艹"
"蒼","蒼","12","shī",""
"絡","絡","9","shī",""
"寿","壽","7","shòu","寸"
"受","受","8","shòu","又"
"狩","狩","9","shòu","犭"
"兽","玣","11","shòu","乺"
"售","售","11","shòu","口"
"授","授","11","shòu","扌"
"绶","緍","11","shòu","纟"
"瘦","瘦","14","shòu","疒"
"守","守","6","shǒu","宀"
"首","首","9","shǒu","首"
"艏","艏","15","shǒu","舟"
"手","手","4","shǒu","手"
"收","収","6","shōu","攵"
"尗","尗","15","shú",""
"秫","秫","10","shú","禾"
"孰","孰","11","shú","子"
"赎","趆","12","shú","贝"
"塾","塾","14","shú","土"
"熟","熟","15","shú","灬"
"腧","腧","13","shù","月"
"墅","墅","14","shù","土"
"漱","潄","14","shù","氵"
"澍","澍","15","shù","氵"
"术","術","5","shù","木"
"戍","戍","6","shù","戈"
"束","束","7","shù","木"
"沭","沭","8","shù","氵"
"述","述","8","shù","辶"
"树","樹","9","shù","木"
"竖","竪","9","shù","立"
"恕","恕","10","shù","心"
"庶","庻","11","shù","广"
"数","數","13","shù","攵"
"忄","忄","8","shù",""
"莖","莖","5","shù",""
"丨","丨","13","shù",""
"皃","皃","15","shǔ",""
"糬","糬","15","shǔ",""
"暑","暑","12","shǔ","日"
"黍","黍","12","shǔ","黍"
"署","署","13","shǔ","罒"
"鼠","鼠","13","shǔ","鼠"
"蜀","蜀","13","shǔ","虫"
"薯","藷","16","shǔ","艹"
"曙","曙","17","shǔ","日"
"属","屬","12","shǔ","尸"
"蔬","蔬","15","shū","艹"
"书","書","4","shū","乛"
"殳","殳","4","shū","殳"
"抒","抒","7","shū","扌"
"纾","紓","7","shū","纟"
"叔","叔","8","shū","又"
"枢","樞","8","shū","木"
"姝","姝","9","shū","女"
"倏","倏","10","shū","亻"
"殊","殊","10","shū","歹"
"梳","梳","11","shū","木"
"淑","淑","11","shū","氵"
"菽","菽","11","shū","艹"
"疏","痚","12","shū","疋"
"舒","舒","12","shū","舌"
"摅","攄","13","shū","扌"
"毹","毹","13","shū","毛"
"输","輸","13","shū","车"
"誼","誼","9","shuà",""
"耍","耍","9","shuǎ","而"
"刷","刷","8","shuā","刂"
"唰","唰","11","shuā","口"
"帅","帥","5","shuài","巾"
"蟀","蟀","17","shuài","虫"
"甩","甩","5","shuǎi","用"
"衰","衰","10","shuāi","衣"
"摔","摔","14","shuāi","扌"
"涮","涮","11","shuàn","氵"
"闩","関","4","shuān","门"
"拴","拴","9","shuān","扌"
"栓","栓","10","shuān","木"
"爽","爽","11","shuǎnɡ","爻"
"縴","縴","11","shuǎnɡ",""
"芻","芻","4","shuānɡ",""
"孀","孀","20","shuānɡ","女"
"双","雙","4","shuānɡ","又"
"霜","霜","17","shuānɡ","雨"
"谁","誰","10","shuí","讠"
"税","税","12","shuì","禾"
"睡","睡","13","shuì","目"
"水","水","4","shuǐ","水"
"氺","氺","11","shuǐ",""
"顺","順","9","shùn","页"
"舜","舜","12","shùn","夕"
"瞬","瞬","17","shùn","目"
"鬮","鬮","7","shùn",""
"吮","吮","7","shǔn","口"
"槊","槊","14","shuò","木"
"搠","搠","13","shuò","扌"
"蒴","蒴","13","shuò","艹"
"妁","妁","6","shuò","女"
"烁","爍","9","shuò","火"
"朔","朔","10","shuò","月"
"铄","鑠","10","shuò","钅"
"硕","磘","11","shuò","石"
"说","説","9","shuō","讠"
"笥","笥","11","sì","竹"
"耜","耜","11","sì","耒"
"嗣","嗣","13","sì","口"
"肆","肆","13","sì","聿"
"巳","巳","3","sì","巳"
"四","四","5","sì","囗"
"罒","罒","15","sì",""
"寺","寺","6","sì","寸"
"汜","汜","6","sì","氵"
"伺","伺","7","sì","亻"
"似","佀","6","sì","亻"
"兕","兕","7","sì","儿"
"姒","姒","7","sì","女"
"祀","祀","7","sì","礻"
"泗","泗","8","sì","氵"
"饲","飼","8","sì","饣"
"驷","駟","8","sì","马"
"俟","俟","9","sì","亻"
"灬","灬","16","sì",""
"死","死","6","sǐ","歹"
"厮","厮","12","sī","厂"
"锶","鎗","14","sī","钅"
"嘶","嘶","15","sī","口"
"撕","撕","15","sī","扌"
"澌","澌","15","sī","氵"
"思","思","9","sī","心"
"鸶","鷥","10","sī","鸟"
"斯","斯","12","sī","斤"
"缌","緦","12","sī","纟"
"蛳","螄","12","sī","虫"
"厶","厶","2","sī","厶"
"丝","絲","5","sī","一"
"司","司","5","sī","口"
"糹","糹","5","sī",""
"私","私","7","sī","禾"
"咝","噝","8","sī","口"
"鷉","鷉","15","sī",""
"禿","禿","9","sī",""
"讼","詀","6","sònɡ","讠"
"宋","宋","7","sònɡ","宀"
"诵","誦","9","sònɡ","讠"
"送","送","9","sònɡ","辶"
"颂","頌","10","sònɡ","页"
"怂","憐","8","sǒnɡ","心"
"悚","悚","10","sǒnɡ","忄"
"耸","聳","10","sǒnɡ","耳"
"竦","竦","12","sǒnɡ","立"
"忪","忪","7","sōnɡ","忄"
"松","鬆","8","sōnɡ","木"
"凇","凇","10","sōnɡ","冫"
"淞","淞","11","sōnɡ","氵"
"菘","菘","11","sōnɡ","艹"
"嵩","崧","13","sōnɡ","山"
"嗽","嗽","14","sòu","口"
"叟","叟","9","sǒu","又"
"嗾","嗾","14","sǒu","口"
"瞍","瞍","14","sǒu","目"
"擞","擻","16","sǒu","扌"
"薮","藪","16","sǒu","艹"
"鄋","鄋","10","sōu",""
"嗖","嗖","12","sōu","口"
"搜","搜","12","sōu","扌"
"溲","溲","12","sōu","氵"
"馊","餿","12","sōu","饣"
"飕","颼","13","sōu","风"
"锼","鎪","14","sōu","钅"
"艘","艘","15","sōu","舟"
"螋","螋","15","sōu","虫"
"俗","俗","9","sú","亻"
"夙","夙","6","sù","夕"
"诉","詖","7","sù","讠"
"肃","胏","8","sù","聿"
"涑","涑","10","sù","氵"
"素","素","10","sù","糸"
"速","速","10","sù","辶"
"僳","僳","14","sù","亻"
"鹔","鹔","13","sù",""
"粟","粟","12","sù","米"
"谡","謖","12","sù","讠"
"嗉","嗉","13","sù","口"
"塑","塑","13","sù","土"
"愫","愫","13","sù","忄"
"溯","泝","13","sù","氵"
"簌","簌","17","sù","竹"
"蔌","蔌","14","sù","艹"
"觫","觫","14","sù","角"
"髕","髕","11","sù",""
"苏","蘫","7","sū","艹"
"酥","酥","12","sū","酉"
"稣","穌","13","sū","禾"
"窣","窣","12","sū",""
"祘","祘","8","suàn",""
"蒜","蒜","13","suàn","艹"
"算","算","14","suàn","竹"
"狻","狻","10","suān","犭"
"酸","酸","14","suān","酉"
"绥","綏","10","suí","纟"
"隋","隋","11","suí","阝"
"随","随","11","suí","阝"
"遂","遂","12","suí","辶"
"谇","誶","10","suì","讠"
"岁","歲","6","suì","山"
"祟","祟","10","suì","示"
"碎","碎","13","suì","石"
"隧","隧","14","suì","阝"
"穗","穗","17","suì","禾"
"邃","邃","17","suì","辶"
"燧","燧","16","suì","火"
"髓","髓","21","suǐ","骨"
"濉","濉","16","suī","氵"
"夊","夊","8","suī",""
"虽","雖","9","suī","虫"
"倠","倠","9","suī",""
"荽","荽","10","suī","艹"
"眭","眭","11","suī","目"
"睢","睢","13","suī","目"
"损","損","10","sǔn","扌"
"笋","箂","10","sǔn","竹"
"隼","隼","10","sǔn","隹"
"榫","榫","14","sǔn","木"
"孙","宱","6","sūn","子"
"狲","猻","9","sūn","犭"
"荪","蓀","9","sūn","艹"
"飧","飱","12","sūn","飠"
"藇","藇","6","sūn",""
"蝦","蝦","13","suò",""
"所","所","8","suǒ","户"
"唢","嗩","10","suǒ","口"
"索","索","10","suǒ","糸"
"琐","瑣","11","suǒ","王"
"锁","鎖","12","suǒ","钅"
"唆","唆","10","suō","口"
"娑","娑","10","suō","女"
"挲","挱","11","suō","手"
"桫","桫","11","suō","木"
"梭","梭","11","suō","木"
"睃","睃","12","suō","目"
"嗦","嗦","13","suō","口"
"羧","羧","13","suō","羊"
"蓑","簑","13","suō","艹"
"缩","縮","14","suō","纟"
"嗍","嗍","13","suō","口"
"沓","沓","8","tà","水"
"榻","榻","14","tà","木"
"踏","踏","15","tà","足"
"蹋","蹋","17","tà","足"
"挞","撻","9","tà","扌"
"闼","陏","9","tà","门"
"鳎","鰨","18","tǎ","鱼"
"塔","墖","12","tǎ","土"
"獭","玥","16","tǎ","犭"
"溻","溻","13","tā","氵"
"褟","褟","13","tā",""
"趿","趿","10","tā","足"
"铊","鉨","10","tā","钅"
"塌","塌","13","tā","土"
"遢","遢","13","tā","辶"
"他","他","5","tā","亻"
"它","它","5","tā","宀"
"她","她","6","tā","女"
"薹","薹","17","tái","艹"
"台","台","5","tái","口"
"邰","邰","7","tái","阝"
"抬","攅","8","tái","扌"
