"word","oldword","strokes","pinyin","radicals"
"酤","酤","12","ɡū","酉"
"毂","轂","13","ɡū","殳"
"箍","箍","14","ɡū","竹"
"估","估","7","ɡū","亻"
"咕","咕","8","ɡū","口"
"姑","姑","8","ɡū","女"
"孤","孤","8","ɡū","子"
"沽","沽","8","ɡū","氵"
"轱","輒","9","ɡū","车"
"鸪","鴣","10","ɡū","鸟"
"菇","菇","11","ɡū","艹"
"菰","苽","11","ɡū","艹"
"蛄","蛄","11","ɡū","虫"
"羈","羈","8","ɡū",""
"诖","詿","8","ɡuà","讠"
"挂","掛","9","ɡuà","扌"
"褂","褂","13","ɡuà","衤"
"卦","卦","8","ɡuà","卜"
"冎","冎","11","ɡuǎ",""
"剐","剮","9","ɡuǎ","刂"
"寡","寡","14","ɡuǎ","宀"
"呱","呱","8","ɡuā","口"
"瓜","瓜","5","ɡuā","瓜"
"刮","刮","8","ɡuā","刂"
"胍","胍","9","ɡuā","月"
"鸹","鴰","11","ɡuā","鸟"
"歰","歰","11","ɡuā",""
"栝","栝","10","ɡuā","木"
"怪","恠","8","ɡuài","忄"
"拐","枴","8","ɡuǎi","扌"
"乖","乖","8","ɡuāi","丿"
"冠","冠","9","ɡuàn","冖"
"盥","盥","16","ɡuàn","皿"
"灌","灌","20","ɡuàn","氵"
"贯","貫","8","ɡuàn","贝"
"惯","憈","11","ɡuàn","忄"
"掼","摜","11","ɡuàn","扌"
"涫","涫","11","ɡuàn","氵"
"鹳","鹸","22","ɡuàn","鸟"
"罐","鏆","23","ɡuàn","缶"
"馆","館","11","ɡuǎn","饣"
"筦","筦","12","ɡuǎn",""
"管","管","14","ɡuǎn","竹"
"倌","倌","10","ɡuān","亻"
"棺","棺","12","ɡuān","木"
"鳏","鰥","18","ɡuān","鱼"
"关","阷","6","ɡuān","乺"
"观","觀","6","ɡuān","见"
"官","官","8","ɡuān","宀"
"癶","癶","12","ɡuān",""
"逛","逛","10","ɡuànɡ","辶"
"广","弙","3","ɡuǎnɡ","广"
"犷","玡","6","ɡuǎnɡ","犭"
"光","光","6","ɡuānɡ","儿"
"咣","咣","9","ɡuānɡ","口"
"桄","桄","10","ɡuānɡ","木"
"胱","胱","10","ɡuānɡ","月"
"儂","儂","20","ɡuānɡ",""
"秝","秝","8","ɡuì",""
"桧","檜","10","ɡuì","木"
"刽","劊","8","ɡuì","刂"
"刿","劌","8","ɡuì","刂"
"柜","匮","8","ɡuì","木"
"炅","炅","8","ɡuì","火"
"贵","賔","9","ɡuì","贝"
"桂","桂","10","ɡuì","木"
"跪","跪","13","ɡuì","足"
"鳜","鱶","20","ɡuì","鱼"
"鱥","鱥","8","ɡuì",""
"韜","韜","8","ɡuì",""
"宄","宄","5","ɡuǐ","宀"
"轨","軌","6","ɡuǐ","车"
"庋","庋","7","ɡuǐ","广"
"匦","卶","8","ɡuǐ","匚"
"诡","詭","8","ɡuǐ","讠"
"癸","癸","9","ɡuǐ","癶"
"鬼","鬼","9","ɡuǐ","鬼"
"晷","晷","12","ɡuǐ","日"
"簋","簋","17","ɡuǐ","竹"
"傀","傀","11","ɡuī","亻"
"瑰","瓌","13","ɡuī","王"
"鲑","鮭","14","ɡuī","鱼"
"硅","硅","11","ɡuī","石"
"归","歸","5","ɡuī","彐"
"圭","珪","6","ɡuī","土"
"妫","嬀","7","ɡuī","女"
"龟","龜","7","ɡuī","龟"
"规","規","8","ɡuī","见"
"皈","皈","9","ɡuī","白"
"闺","閨","9","ɡuī","门"
"棍","棍","12","ɡùn","木"
"衮","衮","10","ɡǔn","衣"
"绲","绲","11","ɡǔn","纟"
"辊","輥","12","ɡǔn","车"
"滚","滚","13","ɡǔn","氵"
"磙","磙","15","ɡǔn","石"
"鲧","鯀","15","ɡǔn","鱼"
"虢","虢","15","ɡuó","虍"
"馘","馘","17","ɡuó","首"
"国","國","8","ɡuó","囗"
"帼","幗","11","ɡuó","巾"
"掴","摑","11","ɡuó","扌"
"过","過","6","ɡuò","辶"
"蜾","蜾","14","ɡuǒ","虫"
"裹","裹","14","ɡuǒ","衣"
"果","果","8","ɡuǒ","木"
"椁","槨","12","ɡuǒ","木"
"呙","呙","7","ɡuō","口"
"埚","堝","10","ɡuō","土"
"郭","郭","10","ɡuō","阝"
"崞","崞","11","ɡuō","山"
"聒","聒","12","ɡuō","耳"
"锅","鍋","12","ɡuō","钅"
"蝈","蟲","14","ɡuō","虫"
"蛤","蛤","12","há","虫"
"铪","鉿","11","hā","钅"
"哈","哈","9","hā","口"
"孩","孩","9","hái","子"
"骸","骸","15","hái","骨"
"还","還","7","hái","辶"
"亥","亥","6","hài","亠"
"骇","駭","9","hài","马"
"害","害","10","hài","宀"
"氦","氦","10","hài","气"
"嗐","嗐","10","hài",""
"海","海","10","hǎi","氵"
"胲","胲","10","hǎi","月"
"醢","醢","17","hǎi","酉"
"邗","邗","5","hán","阝"
"含","含","7","hán","口"
"邯","邯","7","hán","阝"
"函","圅","8","hán","凵"
"晗","晗","11","hán","日"
"涵","涵","11","hán","氵"
"焓","焓","11","hán","火"
"寒","寒","12","hán","宀"
"韩","韓","12","hán","韦"
"則","則","7","hán",""
"汗","汗","6","hàn","氵"
"悍","猺","10","hàn","忄"
"捍","抜","10","hàn","扌"
"焊","鋓","11","hàn","火"
"菡","菡","11","hàn","艹"
"颔","頷","13","hàn","页"
"撖","撖","14","hàn","扌"
"憾","憾","16","hàn","忄"
"撼","撼","16","hàn","扌"
"翰","翰","16","hàn","羽"
"旱","旱","7","hàn","日"
"瀚","瀚","19","hàn","氵"
"汉","汉","5","hàn","氵"
"罕","罕","7","hǎn","冖"
"喊","喊","12","hǎn","口"
"豦","豦","10","hān",""
"蚶","蚶","11","hān","虫"
"酣","酣","12","hān","酉"
"憨","憨","15","hān","心"
"鼾","鼾","17","hān","鼻"
"顸","頇","9","hān","页"
"杭","斻","8","hánɡ","木"
"绗","絯","9","hánɡ","纟"
"航","航","10","hánɡ","舟"
"颃","頏","10","hánɡ","页"
"沆","沆","7","hànɡ","氵"
"夯","夯","5","hānɡ","大"
"嚎","嚎","17","háo","口"
"壕","壕","17","háo","土"
"濠","濠","17","háo","氵"
"蚝","蠔","10","háo","虫"
"毫","毫","11","háo","毛"
"嗥","噑","13","háo","口"
"豪","豪","14","háo","豕"
"浩","浩","10","hào","氵"
"耗","耗","10","hào","耒"
"皓","皓","12","hào","白"
"颢","顥","18","hào","页"
"灏","灝","21","hào","氵"
"号","號","5","hào","口"
"昊","昊","8","hào","日"
"好","好","6","hǎo","女"
"郝","郝","9","hǎo","阝"
"蒿","蒿","13","hāo","艹"
"嚆","嚆","16","hāo","口"
"薅","薅","16","hāo","艹"
"禾","禾","5","hé","禾"
"合","合","6","hé","口"
"何","何","7","hé","亻"
"劾","劾","8","hé","力"
"和","咊","8","hé","口"
"河","河","8","hé","氵"
"曷","曷","9","hé","曰"
"阂","阧","9","hé","门"
"饸","饸","9","hé",""
"核","核","10","hé","木"
"盍","盿","10","hé","皿"
"荷","荷","10","hé","艹"
"涸","涸","11","hé","氵"
"盒","盒","11","hé","皿"
"菏","菏","11","hé","艹"
"颌","頼","12","hé","页"
"阖","阧","13","hé","门"
"翮","翮","16","hé","羽"
"唝","唝","9","hé",""
"湼","湼","13","hè",""
"褐","褐","14","hè","衤"
"赫","赫","14","hè","赤"
"鹤","鷔","15","hè","鸟"
"壑","壑","17","hè","土"
"贺","賠","9","hè","贝"
"隺","隺","13","hè",""
"喝","喝","12","hē","口"
"嗬","嗬","13","hē","口"
"诃","詘","7","hē","讠"
"呵","呵","8","hē","口"
"黑","黑","12","hēi","黑"
"嘿","嘿","15","hēi","口"
"嗨","嗨","13","hēi","口"
"痕","痕","11","hén","疒"
"恨","恨","9","hèn","忄"
"很","很","9","hěn","彳"
"狠","狠","9","hěn","犭"
"姮","姮","10","hénɡ",""
"恒","恆","9","hénɡ","忄"
"桁","桁","10","hénɡ","木"
"珩","珩","10","hénɡ","王"
"鸻","鸻","9","hénɡ",""
"横","横","15","hénɡ","木"
"衡","衡","16","hénɡ","行"
"蘅","蘅","19","hénɡ","艹"
"亨","亨","7","hēnɡ","亠"
"哼","哼","10","hēnɡ","口"
"红","紅","6","hónɡ","纟"
"宏","宏","7","hónɡ","宀"
"闳","閎","7","hónɡ","门"
"泓","泓","8","hónɡ","氵"
"弘","弘","5","hónɡ","弓"
"洪","洪","9","hónɡ","氵"
"荭","葒","9","hónɡ","艹"
"虹","虹","9","hónɡ","虫"
"鸿","鴻","11","hónɡ","鸟"
"蕻","蕻","16","hónɡ","艹"
"黉","鼁","16","hónɡ","黄"
"讧","訌","5","hònɡ","讠"
"哄","哄","9","hǒnɡ","口"
"訇","訇","9","hōnɡ","言"
"烘","烘","10","hōnɡ","火"
"焢","焢","9","hōnɡ",""
"薨","薨","16","hōnɡ","艹"
"轰","込","8","hōnɡ","车"
"喉","喉","12","hóu","口"
"猴","猴","12","hóu","犭"
"瘊","瘊","14","hóu","疒"
"篌","篌","15","hóu","竹"
"糇","餱","15","hóu","米"
"骺","骺","15","hóu","骨"
"瞭","瞭","11","hóu",""
"后","后","6","hòu","口"
"厚","厚","9","hòu","厂"
"後","後","9","hòu","彳"
"逅","逅","9","hòu","辶"
"候","候","10","hòu","亻"
"堠","堠","12","hòu","土"
"鲎","鱟","13","hòu","鱼"
"侯","矦","9","hòu","亻"
"吼","吼","7","hǒu","口"
"醐","醐","16","hú","酉"
"觳","觳","17","hú","角"
"餬","餬","8","hú",""
"囫","囫","7","hú","囗"
"弧","弧","8","hú","弓"
"狐","狐","8","hú","犭"
"胡","胡","9","hú","月"
"壶","壺","10","hú","士"
"斛","斛","11","hú","斗"
"湖","湖","12","hú","氵"
"猢","猢","12","hú","犭"
"葫","葫","12","hú","艹"
"煳","煳","13","hú","火"
"瑚","瑚","13","hú","王"
"鹕","鹕","14","hú","鸟"
"槲","槲","15","hú","木"
"糊","糊","15","hú","米"
"蝴","蝴","15","hú","虫"
"鹄","鵠","12","hú","鸟"
"鹱","鷛","18","hù","鸟"
"互","互","4","hù","二"
"户","户","4","hù","户"
"冱","泎","6","hù","冫"
"护","護","7","hù","扌"
"沪","滬","7","hù","氵"
"岵","岵","8","hù","山"
"怙","怙","8","hù","忄"
"戽","戽","8","hù","户"
"祜","祜","9","hù","礻"
"笏","笏","10","hù","竹"
"扈","扈","11","hù","户"
"瓠","瓠","11","hù","瓜"
"虎","虎","8","hǔ","虍"
"浒","漡","9","hǔ","氵"
"唬","唬","11","hǔ","口"
"琥","琥","12","hǔ","王"
"虍","虍","6","hǔ",""
"呼","噁","8","hū","口"
"忽","忽","8","hū","心"
"乎","乎","5","hū","丿"
"烀","烀","9","hū","火"
"轷","軤","9","hū","车"
"唿","唿","11","hū","口"
"惚","惚","11","hū","忄"
"虖","虖","8","hū",""
"滹","滹","14","hū","氵"
"雐","雐","8","hū",""
"歺","歺","8","hū",""
"华","萢","6","huá","十"
"哗","噖","9","huá","口"
"骅","驊","9","huá","马"
"铧","鏵","11","huá","钅"
"滑","滑","12","huá","氵"
"猾","猾","12","huá","犭"
"划","划","6","huá","刂"
"画","畫","8","huà","田"
"话","話","8","huà","讠"
"桦","樺","10","huà","木"
"化","化","4","huà","匕"
"劃","劃","4","huà",""
"黿","黿","4","huà",""
"砉","砉","9","huā","石"
"糰","糰","11","huā",""
"花","蘤","7","huā","艹"
"怀","懷","7","huái","忄"
"徊","佪","9","huái","彳"
"淮","淮","11","huái","氵"
"槐","槐","13","huái","木"
"踝","踝","15","huái","足"
"褱","褱","13","huái",""
"坏","壞","7","huài","土"
"洹","洹","9","huán","氵"
"桓","桓","10","huán","木"
"萑","萑","11","huán","艹"
"雈","雈","8","huán",""
"环","環","8","huán","王"
"鹮","鹮","8","huán",""
"锾","鎑","14","huán","钅"
"寰","寰","16","huán","宀"
"缳","纐","16","huán","纟"
"鬟","鬟","23","huán","髟"
"圜","圜","16","huán","囗"
"猙","猙","8","huán",""
"幻","幻","4","huàn","幺"
"奂","妀","7","huàn","大"
"宦","宦","9","huàn","宀"
"唤","唤","10","huàn","口"
"换","换","10","huàn","扌"
"浣","澣","10","huàn","氵"
"涣","涣","10","huàn","氵"
"患","患","11","huàn","心"
"焕","焕","11","huàn","火"
"逭","逭","11","huàn","辶"
"喚","喚","8","huàn",""
"痪","痪","12","huàn","疒"
"豢","豢","13","huàn","豕"
"漶","漶","14","huàn","氵"
"鲩","鯇","15","huàn","鱼"
"擐","擐","16","huàn","扌"
"缓","緩","12","huǎn","纟"
"欢","歡","6","huān","欠"
"獾","貛","20","huān","犭"
"閎","閎","13","huánɡ",""
"徨","徨","12","huánɡ","彳"
"惶","惶","12","huánɡ","忄"
"湟","湟","12","huánɡ","氵"
"遑","遑","12","huánɡ","辶"
"煌","煌","13","huánɡ","火"
"潢","潢","14","huánɡ","氵"
"璜","璜","15","huánɡ","王"
"篁","篁","15","huánɡ","竹"
"艎","艎","9","huánɡ",""
"蝗","蝗","15","huánɡ","虫"
"癀","癀","16","huánɡ","疒"
"磺","磺","16","huánɡ","石"
"簧","簧","17","huánɡ","竹"
"蟥","蟥","17","huánɡ","虫"
"皇","皇","9","huánɡ","白"
"凰","凰","11","huánɡ","几"
"隍","隍","11","huánɡ","阝"
"黄","黄","11","huánɡ","黄"
"鳇","鰉","17","huánɡ","鱼"
"晃","晃","10","huànɡ","日"
"谎","謊","11","huǎnɡ","讠"
"幌","幌","13","huǎnɡ","巾"
"恍","恥","9","huǎnɡ","忄"
"肓","肓","7","huānɡ","月"
"荒","荒","9","huānɡ","艹"
"慌","慌","12","huānɡ","忄"
"回","迴","6","huí","囗"
"洄","洄","9","huí","氵"
"茴","茴","9","huí","艹"
"蛔","蜖","12","huí","虫"
"遜","遜","12","huí",""
"叀","叀","4","huì",""
"卉","卉","5","huì","十"
"汇","卹","5","huì","氵"
"会","會","6","huì","人"
"讳","謒","6","huì","讠"
"烩","爖","10","huì","火"
"贿","賤","10","huì","贝"
"彗","篲","11","huì","彐"
"晦","晦","11","huì","日"
"秽","穢","11","huì","禾"
"喙","喙","12","huì","口"
"惠","僡","12","huì","心"
"缋","纃","12","huì","纟"
"慧","慧","15","huì","心"
"蕙","蕙","15","huì","艹"
"浍","澮","9","huì","氵"
"绘","纋","9","huì","纟"
"荟","薱","9","huì","艹"
"诲","誨","9","huì","讠"
"恚","恚","10","huì","心"
"蟪","蟪","18","huì","虫"
"毁","毁","13","huǐ","殳"
"悔","悔","10","huǐ","忄"
"烜","烜","10","huǐ","火"
"麾","麾","15","huī","麻"
"徽","徽","17","huī","彳"
"隳","隳","17","huī","阝"
"灰","灰","6","huī","火"
"诙","詼","8","huī","讠"
"咴","咴","9","huī","口"
"恢","恢","9","huī","忄"
"挥","揮","9","huī","扌"
"虺","虺","9","huī","虫"
"晖","暉","10","huī","日"
"珲","琿","10","huī","王"
"辉","輝","12","huī","车"
"浑","渾","9","hún","氵"
"馄","餼","11","hún","饣"
"魂","魂","13","hún","鬼"
"诨","諢","8","hùn","讠"
"混","混","11","hùn","氵"
"溷","溷","13","hùn","氵"
"昏","昬","8","hūn","日"
"荤","葷","9","hūn","艹"
"婚","婚","11","hūn","女"
"阍","閽","11","hūn","门"
"活","活","9","huó","氵"
"霍","靃","16","huò","雨"
"或","或","8","huò","戈"
"货","貨","8","huò","贝"
"获","獲","10","huò","艹"
"祸","禍","11","huò","礻"
"惑","惑","12","huò","心"
"镬","鑪","18","huò","钅"
"嚯","嚯","19","huò","口"
"藿","藿","19","huò","艹"
"蠖","蠖","19","huò","虫"
"閤","閤","10","huò",""
"舋","舋","16","huò",""
"火","火","4","huǒ","火"
"伙","夥","6","huǒ","亻"
"钬","鈥","9","huǒ","钅"
"夥","夥","14","huǒ","夕"
"耠","耠","12","huō","耒"
"锪","鍃","13","huō","钅"
"劐","劐","15","huō","刂"
"豁","豁","17","huō","谷"
"攉","攉","19","huō","扌"
"巒","巒","6","jí",""
"蕺","蕺","15","jí","艹"
"鹡","鹡","13","jí",""
"辑","輯","13","jí","车"
"籍","籍","20","jí","竹"
"嵴","嵴","13","jí","山"
"戢","戢","12","jí","戈"
"棘","棘","12","jí","木"
"殛","殛","12","jí","歹"
"集","集","12","jí","隹"
"嫉","嫉","13","jí","女"
"楫","楫","13","jí","木"
"蒺","蒺","13","jí","艹"
"瘠","瘠","15","jí","疒"
"吉","吉","6","jí","口"
"岌","岌","6","jí","山"
"汲","汲","6","jí","氵"
"级","級","6","jí","纟"
"即","即","7","jí","卩"
"极","榦","7","jí","木"
"亟","亟","8","jí","二"
"佶","佶","8","jí","亻"
"急","急","9","jí","心"
"亼","亼","16","jí",""
"及","及","3","jí","又"
"笈","笈","9","jí","竹"
"疾","疾","10","jí","疒"
"辵","辵","20","jí",""
"搗","搗","6","jí",""
"塲","塲","6","jí",""
"續","續","16","jì",""
"齮","齮","11","jì",""
"畟","畟","8","jì",""
"檵","檵","16","jì",""
"骥","髃","19","jì","马"
"祭","祭","11","jì","示"
"蓟","薳","13","jì","艹"
"暨","暨","14","jì","日"
"跽","跽","14","jì","足"
"霁","靨","14","jì","雨"
"鲚","鱭","14","jì","鱼"
"稷","稷","15","jì","禾"
"鲫","鯽","15","jì","鱼"
"冀","冀","16","jì","八"
"髻","髻","16","jì","髟"
"既","既","9","jì","旡"
"洎","洎","9","jì","氵"
"济","濟","9","jì","氵"
"继","繼","10","jì","纟"
"觊","觠","10","jì","见"
"偈","偈","11","jì","亻"
"寂","寂","11","jì","宀"
"寄","寄","11","jì","宀"
"悸","悸","11","jì","忄"
"彑","彑","10","jì",""
"旡","旡","10","jì",""
"计","計","4","jì","讠"
"记","記","5","jì","讠"
"伎","伎","6","jì","亻"
"纪","紀","6","jì","纟"
"妓","妓","7","jì","女"
"忌","忌","7","jì","心"
"技","技","7","jì","扌"
"芰","芰","7","jì","艹"
"际","雋","7","jì","阝"
"剂","劑","8","jì","刂"
"季","季","8","jì","子"
"哜","嚌","9","jì","口"
"迹","踖","9","jì","辶"
"绩","績","11","jì","纟"
"鱠","鱠","11","jì",""
"襤","襤","11","jì",""
"几","几","2","jǐ","几"
"己","己","3","jǐ","己"
"虮","蟣","8","jǐ","虫"
"挤","攄","9","jǐ","扌"
"脊","脊","10","jǐ","月"
"掎","掎","11","jǐ","扌"
"幾","幾","10","jǐ",""
"戟","戟","12","jǐ","戈"
"麂","麂","13","jǐ","鹿"
"畸","畸","13","jī","田"
"跻","躴","13","jī","足"
"箕","箕","14","jī","竹"
"畿","畿","15","jī","田"
"稽","稽","15","jī","禾"
"齑","韲","15","jī","齐"
"墼","墼","16","jī","土"
"激","激","16","jī","氵"
"羁","羈","17","jī","罒"
"嵇","嵇","12","jī","山"
"犄","犄","12","jī","牜"
"缉","緝","12","jī","纟"
"赍","賫","12","jī","贝"
"剞","剞","10","jī","刂"
"唧","唧","10","jī","口"
"姬","姬","10","jī","女"
"屐","屐","10","jī","尸"
"积","积","10","jī","禾"
"笄","笄","10","jī","竹"
"基","基","11","jī","土"
"丌","丌","3","jī","一"
"讥","譱","4","jī","讠"
"击","撃","5","jī","凵"
"叽","嘰","5","jī","口"
"饥","饑","5","jī","饣"
"乩","乩","6","jī","乙"
"圾","圾","6","jī","土"
"机","檆","6","jī","木"
"玑","璣","6","jī","王"
"肌","肌","6","jī","月"
"芨","芨","6","jī","艹"
"矶","磯","7","jī","石"
"鸡","鶏","7","jī","鸟"
"咭","咭","9","jī","口"
"鸻","鸻","16","jī",""
"難","難","16","jī",""
"剋","剋","5","jī",""
"踥","踥","10","jiá",""
"鵪","鵪","10","jiá",""
"戛","戞","11","jiá","戈"
"铗","鋏","11","jiá","钅"
"蛱","蛺","12","jiá","虫"
"颊","頰","12","jiá","页"
"袷","奱","11","jiá","衤"
"郏","鄍","8","jiá","阝"
"荚","莢","9","jiá","艹"
"恝","恝","10","jiá","心"
"价","價","6","jià","亻"
"驾","駕","8","jià","马"
"架","架","9","jià","木"
"稼","稼","16","jià","禾"
"嫁","嫁","13","jià","女"
"假","叚","11","jiǎ","亻"
"胛","胛","9","jiǎ","月"
"贾","賨","10","jiǎ","贝"
"钾","鉀","10","jiǎ","钅"
"瘕","瘕","14","jiǎ","疒"
"甲","甲","5","jiǎ","田"
"叚","叚","9","jiǎ","又"
"岬","岬","8","jiǎ","山"
"挟","挾","9","jiā","扌"
"猳","猳","10","jiā",""
"佳","佳","8","jiā","亻"
"葭","葭","12","jiā","艹"
"跏","跏","12","jiā","足"
"嘉","嘉","14","jiā","口"
"镓","鎵","15","jiā","钅"
"迦","迦","8","jiā","辶"
"枷","枷","9","jiā","木"
"浃","浹","9","jiā","氵"
"珈","珈","9","jiā","王"
"家","家","10","jiā","宀"
"痂","痂","10","jiā","疒"
"笳","笳","11","jiā","竹"
"袈","袈","11","jiā","衣"
"加","加","5","jiā","力"
"夹","奱","6","jiā","大"
"紀","紀","10","jiā",""
"檢","檢","11","jiàn",""
"见","見","4","jiàn","见"
"件","件","6","jiàn","亻"
"建","建","8","jiàn","廴"
"饯","餿","8","jiàn","饣"
"剑","劍","9","jiàn","刂"
"牮","牮","9","jiàn","牛"
"荐","荐","9","jiàn","艹"
"贱","賤","9","jiàn","贝"
"健","健","10","jiàn","亻"
"涧","澗","10","jiàn","氵"
"舰","艦","10","jiàn","舟"
"渐","漸","11","jiàn","氵"
"谏","謌","11","jiàn","讠"
"楗","楗","12","jiàn","木"
"毽","毽","12","jiàn","毛"
"溅","瀝","12","jiàn","氵"
"腱","腱","12","jiàn","月"
"践","踐","12","jiàn","足"
"箭","箭","15","jiàn","竹"
"踺","踺","15","jiàn","足"
"薦","薦","11","jiàn",""
"鑒","鑒","12","jiàn",""
"鉴","鑒","13","jiàn","金"
"键","鎖","13","jiàn","钅"
"僭","僭","14","jiàn","亻"
"鹼","鹼","14","jiǎn",""
"謇","謇","17","jiǎn","言"
"蹇","蹇","17","jiǎn","足"
"囝","囝","6","jiǎn","囗"
"拣","揀","8","jiǎn","扌"
"枧","梘","8","jiǎn","木"
"俭","儉","9","jiǎn","亻"
"柬","柬","9","jiǎn","木"
"茧","纎","9","jiǎn","艹"
"捡","撿","10","jiǎn","扌"
"笕","筧","10","jiǎn","竹"
"减","减","11","jiǎn","冫"
"剪","剪","11","jiǎn","刀"
"检","撿","11","jiǎn","木"
"趼","趼","11","jiǎn","足"
"睑","瞼","12","jiǎn","目"
"硷","硷","12","jiǎn","石"
"裥","襪","12","jiǎn","衤"
"锏","鐧","12","jiǎn","钅"
"简","簡","13","jiǎn","竹"
"谫","谫","13","jiǎn","讠"
"戬","戩","14","jiǎn","戈"
"碱","鹹","14","jiǎn","石"
"翦","翦","15","jiǎn","羽"
"湔","湔","12","jiān","氵"
"犍","犍","12","jiān","牜"
"缄","缄","12","jiān","纟"
"搛","搛","13","jiān","扌"
"煎","煎","13","jiān","灬"
"缣","縱","13","jiān","纟"
"蒹","蒹","13","jiān","艹"
"緘","緘","13","jiān",""
"蕑","蕑","13","jiān",""
"鲣","鰹","15","jiān","鱼"
"鹣","鷜","15","jiān","鸟"
"鞯","韉","18","jiān","革"
"戋","戔","5","jiān","戈"
"奸","姦","6","jiān","女"
"尖","尖","6","jiān","小"
"坚","堅","7","jiān","土"
"歼","殲","7","jiān","歹"
"间","閒","7","jiān","门"
"肩","肩","8","jiān","月"
"艰","芼","8","jiān","艮"
"兼","兼","10","jiān","乺"
"监","眔","10","jiān","皿"
"笺","箋","11","jiān","竹"
"菅","菅","11","jiān","艹"
"觱","觱","13","jiān",""
"匠","匠","6","jiànɡ","匚"
"夅","夅","12","jiànɡ",""
"降","降","8","jiànɡ","阝"
"洚","洚","8","jiànɡ",""
"绛","絳","9","jiànɡ","纟"
"酱","醬","13","jiànɡ","酉"
"犟","犟","16","jiànɡ","牛"
"糨","紅","18","jiànɡ","米"
"讲","講","6","jiǎnɡ","讠"
"奖","妜","9","jiǎnɡ","大"
"桨","槳","10","jiǎnɡ","木"
"蒋","蕐","12","jiǎnɡ","艹"
"耩","耩","16","jiǎnɡ","耒"
"江","江","6","jiānɡ","氵"
"姜","姜","9","jiānɡ","女"
"将","將","9","jiānɡ","寸"
"茳","茳","9","jiānɡ","艹"
"浆","漿","10","jiānɡ","水"
"豇","豇","10","jiānɡ","豆"
"僵","殭","15","jiānɡ","亻"
"彊","彊","16","jiānɡ","弓"
"缰","纏","16","jiānɡ","纟"
"礓","礓","18","jiānɡ","石"
"疆","畺","19","jiānɡ","田"
"嚼","嚼","20","jiáo","口"
"叫","叫","5","jiào","口"
"轿","辤","10","jiào","车"
"较","較","10","jiào","车"
"教","教","11","jiào","攵"
"窖","窖","12","jiào","穴"
"酵","酵","14","jiào","酉"
"噍","噍","15","jiào","口"
"醮","醮","19","jiào","酉"
"噓","噓","12","jiào",""
"糸","糸","6","jiǎo","糸"
"皎","皎","11","jiǎo","白"
"矫","砪","11","jiǎo","矢"
"脚","脚","11","jiǎo","月"
"铰","鉸","11","jiǎo","钅"
"搅","撹","12","jiǎo","扌"
"剿","勦","13","jiǎo","刂"
"敫","敫","13","jiǎo","攵"
"徼","徼","16","jiǎo","彳"
"缴","纔","16","jiǎo","纟"
"皦","皦","11","jiǎo",""
"角","角","7","jiǎo","角"
"佼","佼","8","jiǎo","亻"
"挢","撟","9","jiǎo","扌"
"狡","狡","9","jiǎo","犭"
"绞","絞","9","jiǎo","纟"
"饺","餃","9","jiǎo","饣"
"躥","躥","19","jiǎo","足"
"鹪","鷦","17","jiāo","鸟"
"蟭","蟭","15","jiāo",""
"鲛","鮫","14","jiāo","鱼"
"蕉","蕉","15","jiāo","艹"
"膲","膲","15","jiāo",""
"礁","礁","17","jiāo","石"
"浇","澆","9","jiāo","氵"
"茭","茭","9","jiāo","艹"
"骄","驕","9","jiāo","马"
"胶","膠","10","jiāo","月"
"椒","椒","12","jiāo","木"
"焦","焦","12","jiāo","灬"
"蛟","蛟","12","jiāo","虫"
"跤","跤","13","jiāo","足"
"僬","僬","14","jiāo","亻"
"艽","艽","5","jiāo","艹"
"交","交","6","jiāo","亠"
"郊","郊","8","jiāo","阝"
"姣","姣","9","jiāo","女"
"娇","嬌","9","jiāo","女"
"巠","巠","11","jié",""
"节","節","5","jié","艹"
"讦","訐","5","jié","讠"
"孑","孑","3","jié","子"
"劼","劼","7","jié",""
"杰","傑","8","jié","木"
"劫","刼","7","jié","力"
"诘","詰","8","jié","讠"
"拮","拮","9","jié","扌"
"洁","潔","9","jié","氵"
"结","統","9","jié","纟"
"桀","桀","10","jié","木"
"婕","婕","11","jié","女"
"捷","捷","11","jié","扌"
"颉","顁","12","jié","页"
"睫","睫","13","jié","目"
"截","巀","14","jié","戈"
"碣","碣","14","jié","石"
"竭","竭","14","jié","立"
"鲒","鮚","14","jié","鱼"
"羯","羯","15","jié","羊"
"戒","戒","7","jiè","戈"
"芥","芥","7","jiè","艹"
"屆","屆","7","jiè",""
"届","届","8","jiè","尸"
"介","介","4","jiè","人"
"界","界","9","jiè","田"
"疥","疥","9","jiè","疒"
"诫","誡","9","jiè","讠"
"借","借","10","jiè","亻"
"蚧","蚧","10","jiè","虫"
"骱","骱","13","jiè","骨"
"藉","藉","17","jiè","艹"
"乶","乶","8","jiè",""
"纓","纓","4","jiè",""
"姐","姐","8","jiě","女"
"解","解","13","jiě","角"
"揭","揭","12","jiē","扌"
"街","街","12","jiē","行"
"阶","隺","6","jiē","阝"
"疖","皒","7","jiē","疒"
"皆","皆","9","jiē","白"
"接","接","11","jiē","扌"
"秸","穖","11","jiē","禾"
"喈","喈","12","jiē","口"
"嗟","嗟","12","jiē","口"
"晋","晉","10","jìn","日"
"浸","浸","10","jìn","氵"
"烬","燼","10","jìn","火"
"赆","赽","10","jìn","贝"
"缙","縩","13","jìn","纟"
